,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
35,oh,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,50.8588408,0.4981607,10071.0064,state,fb-survey
36,ok,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,48.7700848,0.8211475,3705.3977,state,fb-survey
37,or,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.0858496,0.7621259,4243.9233,state,fb-survey
38,pa,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,48.8558023,0.4698838,11317.0049,state,fb-survey
39,ri,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,46.9481732,1.5926014,981.985,state,fb-survey
40,sc,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,46.5180192,0.7118256,4910.0006,state,fb-survey
41,sd,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,48.1395403,1.5444487,1046.6255,state,fb-survey
42,tn,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,47.011766,0.6593536,5729.9283,state,fb-survey
43,tx,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.2387828,0.3727307,17755.994,state,fb-survey
44,ut,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,52.0368238,0.9144469,2984.7074,state,fb-survey
45,va,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,43.6729615,0.5839202,7214.7708,state,fb-survey
46,vt,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,50.2395326,1.7313375,834.001,state,fb-survey
47,wa,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,43.0175842,0.6080478,6629.9679,state,fb-survey
48,wi,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,43.2222382,0.626771,6246.9453,state,fb-survey
49,wv,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,46.5363893,1.0576291,2224.253,state,fb-survey
50,wy,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,52.9872028,1.9562804,650.9159,state,fb-survey
0,ak,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.8965517,1.8485304,724.0,state,fb-survey
1,al,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.9518057,0.8532878,3432.0848,state,fb-survey
2,ar,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,47.0076541,1.0170539,2408.2068,state,fb-survey
3,az,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,42.8744651,0.6816503,5271.1537,state,fb-survey
4,ca,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,39.4019658,0.3402345,20626.2226,state,fb-survey
5,co,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.9536978,0.7066552,4987.809,state,fb-survey
6,ct,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.3646708,0.8178634,3690.0,state,fb-survey
7,dc,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,38.9848812,2.2690593,462.0,state,fb-survey
8,de,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,42.3262548,1.5357617,1035.0,state,fb-survey
9,fl,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,42.6288851,0.3858392,16427.9992,state,fb-survey
10,ga,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.5708699,0.6318608,6187.9445,state,fb-survey
11,hi,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,36.0098522,1.5074685,1014.0,state,fb-survey
12,ia,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,47.6364612,0.8403142,3532.5236,state,fb-survey
13,id,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,52.4586722,1.1352135,1935.2341,state,fb-survey
14,il,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.6005606,0.486815,10426.001,state,fb-survey
15,in,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,50.9773349,0.6434465,6035.999,state,fb-survey
16,ks,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,49.8747176,0.9519574,2758.686,state,fb-survey
17,ky,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.7444441,0.8174516,3699.9082,state,fb-survey
18,la,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,50.4687474,0.8428328,3518.998,state,fb-survey
19,ma,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.3072699,0.70964,4900.014,state,fb-survey
20,md,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,40.2463847,0.7816604,3935.9981,state,fb-survey
