,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
33,nv,restaurants_visit_prop,2020-10-05,2020-11-30,56,189.32503861521,,,state,safegraph
34,ny,restaurants_visit_prop,2020-10-05,2020-11-30,56,94.86112911094,,,state,safegraph
35,oh,restaurants_visit_prop,2020-10-05,2020-11-30,56,285.88634281368,,,state,safegraph
36,ok,restaurants_visit_prop,2020-10-05,2020-11-30,56,449.84648411263,,,state,safegraph
37,or,restaurants_visit_prop,2020-10-05,2020-11-30,56,111.34781884195,,,state,safegraph
38,pa,restaurants_visit_prop,2020-10-05,2020-11-30,56,153.17710368605,,,state,safegraph
39,pr,restaurants_visit_prop,2020-10-05,2020-11-30,56,32.069351627505,,,state,safegraph
40,ri,restaurants_visit_prop,2020-10-05,2020-11-30,56,92.759513854058,,,state,safegraph
41,sc,restaurants_visit_prop,2020-10-05,2020-11-30,56,382.71490755835,,,state,safegraph
42,sd,restaurants_visit_prop,2020-10-05,2020-11-30,56,281.97600307492,,,state,safegraph
43,tn,restaurants_visit_prop,2020-10-05,2020-11-30,56,469.88299700528,,,state,safegraph
44,tx,restaurants_visit_prop,2020-10-05,2020-11-30,56,325.18785859916,,,state,safegraph
45,ut,restaurants_visit_prop,2020-10-05,2020-11-30,56,157.939698552,,,state,safegraph
46,va,restaurants_visit_prop,2020-10-05,2020-11-30,56,207.41337034898,,,state,safegraph
47,vt,restaurants_visit_prop,2020-10-05,2020-11-30,56,138.99787019392,,,state,safegraph
48,wa,restaurants_visit_prop,2020-10-05,2020-11-30,56,82.449345424241,,,state,safegraph
49,wi,restaurants_visit_prop,2020-10-05,2020-11-30,56,209.28751562849,,,state,safegraph
50,wv,restaurants_visit_prop,2020-10-05,2020-11-30,56,337.41523806803,,,state,safegraph
51,wy,restaurants_visit_prop,2020-10-05,2020-11-30,56,175.54996031658,,,state,safegraph
0,ak,restaurants_visit_prop,2020-10-06,2020-11-30,55,71.597958837382,,,state,safegraph
1,al,restaurants_visit_prop,2020-10-06,2020-11-30,55,707.75981872751,,,state,safegraph
2,ar,restaurants_visit_prop,2020-10-06,2020-11-30,55,444.18821001323,,,state,safegraph
3,az,restaurants_visit_prop,2020-10-06,2020-11-30,55,226.24700098988,,,state,safegraph
4,ca,restaurants_visit_prop,2020-10-06,2020-11-30,55,103.06336992022,,,state,safegraph
5,co,restaurants_visit_prop,2020-10-06,2020-11-30,55,199.80238778417,,,state,safegraph
6,ct,restaurants_visit_prop,2020-10-06,2020-11-30,55,75.204294511345,,,state,safegraph
7,dc,restaurants_visit_prop,2020-10-06,2020-11-30,55,38.782934751969,,,state,safegraph
8,de,restaurants_visit_prop,2020-10-06,2020-11-30,55,162.90503250789,,,state,safegraph
9,fl,restaurants_visit_prop,2020-10-06,2020-11-30,55,251.68009146076,,,state,safegraph
10,ga,restaurants_visit_prop,2020-10-06,2020-11-30,55,361.30480771242,,,state,safegraph
11,hi,restaurants_visit_prop,2020-10-06,2020-11-30,55,86.270004375714,,,state,safegraph
12,ia,restaurants_visit_prop,2020-10-06,2020-11-30,55,386.45388861303,,,state,safegraph
13,id,restaurants_visit_prop,2020-10-06,2020-11-30,55,202.42531791913,,,state,safegraph
14,il,restaurants_visit_prop,2020-10-06,2020-11-30,55,205.29173632508,,,state,safegraph
15,in,restaurants_visit_prop,2020-10-06,2020-11-30,55,296.43935906217,,,state,safegraph
16,ks,restaurants_visit_prop,2020-10-06,2020-11-30,55,306.84668916046,,,state,safegraph
17,ky,restaurants_visit_prop,2020-10-06,2020-11-30,55,393.43063061357,,,state,safegraph
18,la,restaurants_visit_prop,2020-10-06,2020-11-30,55,341.47041974272,,,state,safegraph
19,ma,restaurants_visit_prop,2020-10-06,2020-11-30,55,79.93450611514,,,state,safegraph
20,md,restaurants_visit_prop,2020-10-06,2020-11-30,55,135.73705666078,,,state,safegraph
21,me,restaurants_visit_prop,2020-10-06,2020-11-30,55,161.72681690253,,,state,safegraph
22,mi,restaurants_visit_prop,2020-10-06,2020-11-30,55,197.86737047563,,,state,safegraph
23,mn,restaurants_visit_prop,2020-10-06,2020-11-30,55,201.38592388327,,,state,safegraph
24,mo,restaurants_visit_prop,2020-10-06,2020-11-30,55,377.65835040196,,,state,safegraph
25,ms,restaurants_visit_prop,2020-10-06,2020-11-30,55,471.24014304456,,,state,safegraph
