,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
2,ar,smoothed_wearing_mask,2020-09-11,2020-12-09,89,15.836538500000003,0.9809974,1384.9948,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-11,2020-12-09,89,12.647286399999999,0.5975026,3094.5257,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-11,2020-12-09,89,8.524657500000004,0.2487375,12603.7141,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-11,2020-12-09,89,13.739676500000002,0.6202354,3080.8775,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-11,2020-12-09,89,7.731958800000001,0.5656112,2230.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-11,2020-12-09,89,4.299363099999994,1.146535,313.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-11,2020-12-09,89,7.787399100000002,1.023121,686.0073,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-11,2020-12-09,89,12.855777000000003,0.3449517,9414.9995,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-11,2020-12-09,89,17.381376900000006,0.6204821,3729.9547,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-11,2020-12-09,89,6.6121842000000015,0.9585901,672.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-11,2020-12-09,89,24.706912900000006,0.9224209,2186.3279,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-11,2020-12-09,89,29.150285800000006,1.3585135,1119.059,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-11,2020-12-09,89,11.884039900000005,0.4147703,6086.9996,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-11,2020-12-09,89,15.918910100000005,0.6205341,3476.005,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-11,2020-12-09,89,18.146978700000005,0.9442558,1665.9414,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.206230300000001,0.7596516,2112.0574,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-11,2020-12-09,89,16.9664066,0.8167235,2111.9984,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-11,2020-12-09,89,6.7933716,0.457588,3024.0075,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-11,2020-12-09,89,5.725561600000006,0.5003599,2155.9919,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.635193099999995,1.0360058,1164.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-11,2020-12-09,89,13.377683899999994,0.4477168,5781.0136,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.202858699999993,0.6526117,2861.1386,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-11,2020-12-09,89,20.866038200000006,0.7489145,2944.0042,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.222775499999997,0.9704625,1295.3848,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-11,2020-12-09,89,23.220955700000005,1.4960007,796.6347,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-11,2020-12-09,89,13.784384200000005,0.490333,4943.0054,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-11,2020-12-09,89,34.336879800000006,2.1957983,467.6247,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-11,2020-12-09,89,20.8905771,1.242617,1070.2964,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-11,2020-12-09,89,13.478260899999995,1.0619872,1034.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-11,2020-12-09,89,9.041933900000004,0.4894569,3432.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-11,2020-12-09,89,10.1461312,0.936548,1039.3867,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-11,2020-12-09,89,12.6762655,0.9858872,1138.857,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-11,2020-12-09,89,8.375569299999995,0.3242287,7299.9998,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-11,2020-12-09,89,15.205140700000001,0.4695039,5848.9998,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-11,2020-12-09,89,23.036609400000003,0.9037839,2170.5687,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-11,2020-12-09,89,11.466473699999995,0.6958679,2096.4478,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.009146599999994,0.4149014,6998.0045,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-11,2020-12-09,89,6.141948200000002,0.9995482,576.9925,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-11,2020-12-09,89,16.249182700000006,0.6569741,3153.0011,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-11,2020-12-09,89,40.9109144,2.1024317,546.8934,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-11,2020-12-09,89,18.636367300000003,0.6842195,3238.9238,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-11,2020-12-09,89,11.821107299999994,0.326678,9767.4935,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-11,2020-12-09,89,21.309805600000004,1.0262391,1592.2196,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-11,2020-12-09,89,10.610678899999996,0.4740111,4221.3547,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-11,2020-12-09,89,9.046690799999993,1.2664714,513.0001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-11,2020-12-09,89,9.987469200000007,0.4741379,3998.9783,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-11,2020-12-09,89,16.525380499999997,0.6465424,3299.9848,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-11,2020-12-09,89,19.3518775,1.1451611,1190.102,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-11,2020-12-09,89,39.8746301,2.4064162,414.012,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-12,2020-12-09,88,20.454545499999995,1.6564383,593.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-12,2020-12-09,88,14.988843700000004,0.6906831,2671.0767,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-12,2020-12-09,88,15.638167600000003,0.8640508,1767.0684,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.143816099999995,0.540113,3913.3883,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-12,2020-12-09,88,8.433708100000004,0.2198534,15976.7228,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.727795299999997,0.5557999,3833.8474,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-12,2020-12-09,88,7.173220000000001,0.4857527,2822.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-12,2020-12-09,88,3.9948454000000027,0.9955012,387.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-12,2020-12-09,88,7.361475299999995,0.8967607,848.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-12,2020-12-09,88,12.925876200000005,0.3058353,12032.9997,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-12,2020-12-09,88,17.1513853,0.5434157,4811.9395,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-12,2020-12-09,88,6.416184999999999,0.8336465,864.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-12,2020-12-09,88,24.492320699999993,0.8131078,2797.2085,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-12,2020-12-09,88,28.912088299999994,1.1992762,1429.015,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-12,2020-12-09,88,11.775036700000001,0.3675716,7688.9998,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-12,2020-12-09,88,15.850903700000003,0.5498366,4412.0077,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-12,2020-12-09,88,18.239914999999996,0.8369514,2128.9414,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.857326599999993,0.6661733,2689.8206,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-12,2020-12-09,88,16.949473999999995,0.7207171,2709.998,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-12,2020-12-09,88,6.783441999999994,0.4081927,3795.008,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-12,2020-12-09,88,5.862099200000003,0.4476392,2753.9841,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-12,2020-12-09,88,14.320220800000001,0.9205126,1448.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.598182199999997,0.3988383,7386.0116,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.793108200000006,0.5719203,3635.2406,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-12,2020-12-09,88,20.8761401,0.6605234,3786.0061,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.913584200000003,0.8471011,1669.18,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-12,2020-12-09,88,22.4017939,1.2955955,1035.6085,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-12,2020-12-09,88,13.6486886,0.4336605,6267.0073,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-12,2020-12-09,88,33.451424900000006,1.9463517,587.6392,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-12,2020-12-09,88,20.671807,1.0896048,1381.2362,state,fb-survey
